Sub_County,Neighborhood,sq_mtrs,Bedrooms,Bathrooms,Price
Dagoretti North,Lavington,1.0,1.0,,90000
Westlands,"Riverside Drive, Riverside",1.0,1.0,1.0,90000
Dagoretti North,State House,2.0,2.0,2.0,90000
Westlands,"Brookside Drive Westlands, Nairobi, Brookside",167.0,3.0,,90000
Dagoretti North,Riara Road,3.0,3.0,3.0,90000
Westlands,Rhapta Road,3.0,3.0,3.0,90000
Dagoretti North,"Riara Rd, Lavington",3.0,3.0,4.0,90000
Dagoretti North,"Riara Rd, Lavington",4.0,4.0,5.0,90000
Dagoretti North,"Riara road, Riara Road",4.0,4.0,4.0,90000
Dagoretti North,Kileleshwa,2.0,2.0,2.0,90000
Westlands,"21 05 06, 38 RA, Westlands Area",185.0,3.0,3.0,95000
Westlands,Westlands Area,2.0,2.0,2.0,95000
Dagoretti North,Kilimani,156.0,3.0,3.0,95000
Westlands,"Riverside Drive, Riverside",7.0,1.0,1.0,95000
Dagoretti North,"Chania Rd, Kilimani",149.0,2.0,2.0,95000
Dagoretti North,Kilimani,4.0,4.0,4.0,95000
Westlands,Rhapta Road,2.0,2.0,,95000
Dagoretti North,Kilimani,2.0,2.0,,95000
Dagoretti North,Lavington,3.0,3.0,,95000
Dagoretti North,Valley Arcade,3.0,3.0,,95000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,2.0,95000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,3.0,95000
Dagoretti North,"kilimani, kilimani, Kilimani",3.0,3.0,3.0,95000
Westlands,"Raphta Rd, Rhapta Road",2.0,2.0,2.0,95000
Dagoretti North,Kileleshwa,2.0,2.0,2.0,95000
Dagoretti North,"Off Riara Road, Lavington",186.0,3.0,2.0,95000
Dagoretti North,"Mandera Road, Kileleshwa",2.0,2.0,2.0,95000
Westlands,"Waiyaki Way, Westlands Area",2.0,2.0,,95000
Dagoretti North,Riara Road,2.0,2.0,2.0,95000
Westlands,"Rhapta Rd, Rhapta Road",7.0,1.0,1.0,95000
Westlands,"Riverside Drive, Riverside",8.0,1.0,1.0,95000
Dagoretti North,"Mugoiri Road, Kileleshwa",3.0,3.0,4.0,95000
Dagoretti North,Kilimani,3.0,3.0,2.0,95000
Dagoretti North,"kilimani, kilimani, Kilimani",3.0,3.0,2.0,95000
Kiambu Road,"Lymack Suites, Kiambu Road",1.0,1.0,1.0,95000
Dagoretti North,"Suguta Road, Kileleshwa",3.0,3.0,3.0,95000
Westlands,Westlands Area,1.0,1.0,1.0,95000
Dagoretti North,Kileleshwa,3.0,3.0,,95000
Westlands,"Chiromo rd, Westlands Area",3.0,3.0,2.0,95000
Dagoretti North,"Mbaazi Avenue, Lavington",95.0,2.0,2.0,95000
Dagoretti North,Riara Road,108.0,2.0,2.0,95000
Westlands,Waiyaki Way,3.0,3.0,2.0,95000
Dagoretti North,Lavington,3.0,3.0,3.0,95000
Dagoretti North,"Suguta Road, Kileleshwa",3.0,3.0,4.0,95000
Dagoretti North,Kileleshwa,4047.0,3.0,,95000
Westlands,"21 05 03, 08 FA, Rhapta Road",120.0,1.0,1.0,95000
Westlands,"21 05 05, 17 RA, Westlands Area",130.0,2.0,2.0,95000
Westlands,Waiyaki Way,4.0,4.0,,95000
Dagoretti North,Kilimani,3.0,3.0,3.0,95000
Dagoretti North,Kilimani,4.0,4.0,5.0,95000
Dagoretti North,"Riara Massions, Maziwa, Nairobi, Nairobi County, KE, Lavington",170.0,3.0,3.0,95000
Dagoretti North,Valley Arcade,3.0,3.0,4.0,95000
Mombasa Road,"MOMBASA ROAD, Mombasa Road",2.0,2.0,2.0,95000
Dagoretti North,"Mararo road, Valley arcade, Lavington",4.0,4.0,2.0,96000
Dagoretti North,"Chelezo Apartments, Kilimani",150.0,3.0,3.0,98000
Dagoretti North,"Kidaruma, Kilimani",3.0,3.0,3.0,98000
Westlands,"Off Raphta Road, Rhapta Road",4.0,4.0,4.0,98000
Dagoretti North,Kilimani,3.0,3.0,4.0,98000
Dagoretti North,"Kindaruma Rd , Kilimani",3.0,3.0,3.0,98000
Dagoretti North,"King'ara Road, Lavington",3.0,3.0,2.0,100000
Dagoretti North,Kilimani,14.0,2.0,2.0,100000
Dagoretti North,Lavington,3.0,3.0,,100000
Dagoretti North,Kileleshwa,170.0,3.0,4.0,100000
Dagoretti North,Kileleshwa,230.0,3.0,4.0,100000
Westlands,Riverside,23.0,3.0,3.0,100000
Dagoretti North,"Rose Avenue, Kilimani",250.0,3.0,3.0,100000
Dagoretti North,"Yaya , Tigoni , Kilimani",120.0,1.0,1.0,100000
Dagoretti North,"Tigoni, Tigoni, Kilimani",1.0,1.0,1.0,100000
Dagoretti North,"Gitanga/Amboseli Road, Lavington",5.0,5.0,6.0,100000
Dagoretti North,Kilimani,2.0,2.0,2.0,100000
Dagoretti North,"2242, Dennis Pritt",3.0,3.0,4.0,100000
Dagoretti North,Valley Arcade,260.0,3.0,4.0,100000
Dagoretti North,"Masanduku Lane, Lavington",3.0,3.0,4.0,100000
Westlands,"Fahari Palace Apartments, Church Road, Westlands Area",1.0,1.0,1.0,100000
Nyali,"801181, First avenue, Nyali Area",2700.0,3.0,4.0,100000
Westlands,"Raphta Road, Westlands, Nairobi, Rhapta Road",4.0,4.0,,100000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,2.0,100000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,3.0,100000
Westlands,Rhapta Road,21780.0,3.0,3.0,100000
Westlands,Parklands,4.0,4.0,3.0,100000
Westlands,Waiyaki Way,3.0,3.0,2.0,100000
Dagoretti North,"Near Valley Arcade, Lavington",180.0,3.0,4.0,100000
Dagoretti North,Lavington,160.0,3.0,5.0,100000
Westlands,Waiyaki Way,3.0,3.0,3.0,100000
Westlands,Rhapta Road,2.0,2.0,2.0,100000
Westlands,Westlands Area,3.0,3.0,,100000
Westlands,Parklands,3.0,3.0,,100000
Westlands,Rhapta Road,3.0,3.0,4.0,100000
Dagoretti North,"Riara Rd, Lavington",3.0,3.0,3.0,100000
Langata,Karen,2.0,2.0,2.0,100000
Dagoretti North,"Oledume Road, Lavington",3.0,3.0,2.0,100000
Milimani,Milimani,2.0,2.0,3.0,100000
Dagoretti North,Lavington,3.0,3.0,3.0,100000
Westlands,"Masari Road, Parklands",3.0,3.0,3.0,100000
Westlands,Parklands,3.0,3.0,2.0,100000
Dagoretti North,Riara Road,4.0,4.0,3.0,100000
Dagoretti North,Kilimani,4.0,4.0,,100000
Milimani,"Kolobot Gardens, Kolobot Close, Milimani",121.0,3.0,2.0,100000
Dagoretti North,"Dennis Pritt, Kilimani",1.0,1.0,1.0,100000
Dagoretti North,Lavington,3.0,3.0,4.0,100000
Westlands,Westlands Area,4.0,4.0,3.0,100000
Westlands,Westlands Area,3.0,3.0,2.0,100000
Dagoretti North,Kileleshwa,2.0,2.0,,100000
Westlands,Westlands Area,2.0,2.0,1.0,100000
Dagoretti North,Lavington,4.0,4.0,4.0,100000
Dagoretti North,"04, kilimani, Kilimani",3.0,3.0,3.0,100000
Westlands,"riverside, Riverside, Riverside",3.0,3.0,2.0,100000
Dagoretti North,"kilimani, Kilimani, Kilimani",4.0,4.0,4.0,100000
Dagoretti North,"lavington, Lavington, Lavington",3.0,3.0,3.0,100000
Dagoretti North,"kilimani, kilimani, Kilimani",3.0,3.0,3.0,100000
Westlands,Runda,2.0,2.0,2.0,100000
Dagoretti North,"Mbaazi road, Mbaazi Road, Lavington",158.0,3.0,,100000
Nyali,"Links road, Nyali voyager, Nyali Area",2500.0,2.0,2.0,100000
Dagoretti North,"Mandera Road, Kileleshwa",124.0,2.0,3.0,100000
Westlands,"Suswa Road, Parklands",3.0,3.0,2.0,100000
Dagoretti North,"near Kasuku Center, Kileleshwa",2.0,2.0,3.0,100000
Westlands,Westlands Area,3.0,3.0,3.0,100000
Westlands,Westlands Area,2.0,2.0,,100000
Westlands,Waiyaki Way,2.0,2.0,2.0,100000
Dagoretti North,"Denis Pritt Road, Kilimani",1.0,1.0,1.0,100000
Westlands,"Brookside , Westlands Area",2.0,2.0,2.0,100000
Dagoretti North,Kilimani,3.0,3.0,2.0,100000
Dagoretti North,Kilimani,3.0,3.0,4.0,100000
Westlands,"Rhapta Road, Rhapta Road",3.0,3.0,3.0,100000
Westlands,Riverside,3.0,3.0,,100000
Westlands,"Rhapta Road, Westlands Area",120.0,1.0,2.0,100000
Westlands,"Oldonyo Sabuk, General Mathenge",2.0,2.0,1.0,100000
Westlands,Riverside,4.0,4.0,4.0,100000
Westlands,Brookside,3.0,3.0,,100000
Westlands,Brookside,3.0,3.0,3.0,100000
Dagoretti North,Kileleshwa,3.0,3.0,3.0,100000
Kisauni,Shanzu,3.0,3.0,3.0,100000
Westlands,Parklands,4.0,4.0,4.0,100000
Westlands,Westlands Area,120.0,2.0,,100000
Thika Road,Thika Road,2.0,2.0,,100000
Dagoretti North,"Kolobot Drive, Kilimani",3.0,3.0,2.0,100000
Dagoretti North,Kilimani,2024.0,3.0,3.0,100000
Dagoretti North,"Mbaazi, Lavington",1.0,1.0,1.0,100000
Dagoretti North,"Kindaruma , Kilimani",2.0,2.0,2.0,100000
Dagoretti North,"Dennis Pritt, Kilimani",23.0,3.0,3.0,100000
Dagoretti North,"Laikipia Rd, Kileleshwa",12.0,2.0,2.0,100000
Westlands,"General Mathenge, General Mathenge",3.0,3.0,3.0,100000
Westlands,"mvuli road, Rhapta Road",3.0,3.0,3.0,100000
Westlands,"Brookside groove, Brookside",2.0,2.0,2.0,100000
Nyali,"Nyali, Nyali Area",2480.0,3.0,4.0,100000
Westlands,Thigiri,1.0,1.0,2.0,100000
Dagoretti North,Kilimani,1.0,1.0,1.0,100000
Dagoretti North,"Valley Arcade, Lavington",160.0,3.0,4.0,100000
Nyali,"Mombasa, Nyali, Nyali Area",4.0,4.0,4.0,100000
Dagoretti North,"Off Othaya Road, Kileleshwa",3.0,3.0,3.0,100000
Westlands,General Mathenge,3.0,3.0,2.0,100000
Dagoretti North,"Siaya Road, Kileleshwa",3.0,3.0,4.0,100000
Westlands,Nyari,1.0,1.0,,100000
Dagoretti North,Kileleshwa,1.0,1.0,1.0,100000
Dagoretti North,Kilimani,3.0,3.0,,100000
Westlands,Nyari,1.0,1.0,1.0,100000
Dagoretti North,"Kileleshwa, Kileleshwa, Kileleshwa",2.0,2.0,2.0,100000
Dagoretti North,"Riara road, Riara Road",4.0,4.0,4.0,100000
Dagoretti North,Lavington,3.0,3.0,2.0,100000
Dagoretti North,"21 03 25, 33 RA, Lavington",186.0,4.0,4.0,100000
Westlands,Parklands,3.0,3.0,3.0,100000
Dagoretti North,"Lenana road, Kilimani",3.0,3.0,4.0,100000
Dagoretti North,"Wuyi Plaza Galana Road, Kilimani",3.0,3.0,2.0,102000
Dagoretti North,"Lenana rd,kilimani, Kilimani",86.0,1.0,2.0,105000
Dagoretti North,Kileleshwa,2.0,2.0,2.0,105000
Westlands,"Sports Road, Rhapta Road",1.0,1.0,1.0,105000
Westlands,Brookside,2.0,2.0,2.0,110000
Dagoretti North,Kilimani,3.0,3.0,,110000
Westlands,Rhapta Road,3.0,3.0,4.0,110000
Dagoretti North,Kilimani,3.0,3.0,3.0,110000
Westlands,"Riverside, Riverside, Riverside",167.0,1.0,2.0,110000
Dagoretti North,Kilimani,3.0,3.0,2.0,110000
Dagoretti North,"Kindaruma rd, Kilimani",90.0,1.0,1.0,110000
Dagoretti North,"Dennis Sprit, Kilimani",220.0,3.0,3.0,110000
Dagoretti North,"KANDARA ROAD, Kileleshwa",2500.0,3.0,3.0,110000
Westlands,"Rhapta road, Rhapta Road",3.0,3.0,4.0,110000
Dagoretti North,"lavington, Lavington, Lavington",3.0,3.0,2.0,110000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,3.0,110000
Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa",3.0,3.0,3.0,110000
Dagoretti North,"KILIMANI, WOOD AVENUE, Kilimani",3.0,3.0,4.0,110000
Muthaiga,Muthaiga Area,3.0,3.0,,110000
Roysambu,Kahawa West,4.0,4.0,3.0,110000
Westlands,General Mathenge,2.0,2.0,2.0,110000
Westlands,Parklands,3.0,3.0,3.0,110000
Westlands,"Riverside Drive, Riverside",22.0,3.0,3.0,110000
Dagoretti North,Lavington,150.0,3.0,4.0,110000
Westlands,"Riverside Drive, Riverside",3.0,3.0,3.0,110000
Dagoretti North,Kilimani,3.0,3.0,4.0,110000
Westlands,Westlands Area,4.0,4.0,,110000
Dagoretti North,"Denis sprit , Kitale Lane , Kilimani",1.0,1.0,1.0,110000
Westlands,"westlands Avenue , Westlands Area",3.0,3.0,3.0,110000
Dagoretti North,"Mbaazi, Lavington",2.0,2.0,2.0,110000
Westlands,"Westlands, Westlands Area",90.0,1.0,1.0,110000
Dagoretti North,"Riara Road, Riara Road",3.0,3.0,3.0,110000
Dagoretti North,"Siaya Road, Kileleshwa",167.0,2.0,2.0,110000
Westlands,"riverside, Riverside, Riverside",4.0,4.0,3.0,110000
Westlands,"riverside, Riverside, Riverside",3.0,3.0,3.0,110000
Dagoretti North,Lavington,1.0,1.0,1.0,110000
Westlands,Westlands Area,1.0,1.0,2.0,110000
Ngong Road,Ngong Road,6.0,6.0,6.0,110000
Westlands,"Acacia Drive Off Ruaka Road, Runda",3.0,3.0,,110000
Langata,"marist lane, Karen",2025.0,3.0,3.0,110000
Dagoretti North,"Ring Road Kilimani, Kilimani",3.0,3.0,4.0,110000
Dagoretti North,"Riara Road, Kilimani",4.0,4.0,3.0,110000
Dagoretti North,"Walk To Yaya, Kilimani",3.0,3.0,4.0,110000
Westlands,"Muthangari Drive, Waiyaki Way",91.0,2.0,2.0,110000
Westlands,Rhapta Road,1.0,1.0,1.0,110000
Westlands,"9 Riverside Garden Close, Riverside Garden Close, Riverside",3.0,3.0,4.0,110000
Dagoretti North,"Suguta Road, Kileleshwa",3.0,3.0,3.0,110000
Westlands,Riverside,418.0,3.0,3.0,110000
Westlands,"General Mathenge, General Mathenge",2.0,2.0,2.0,110000
Dagoretti North,Lavington,180.0,3.0,4.0,110000
Westlands,Riverside,175.0,3.0,4.0,110000
Westlands,Westlands Area,160.0,3.0,4.0,110000
Westlands,Parklands,242.0,3.0,,110000
Westlands,"Brookside, Westlands Area",200.0,3.0,3.0,110000
Dagoretti North,Lavington,250.0,4.0,,110000
Dagoretti North,"Chaka Road , Kilimani",220.0,3.0,3.0,110000
Dagoretti North,Kilimani,140.0,2.0,2.0,110000
Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa",4.0,4.0,3.0,110000
Dagoretti North,"kilimani, kilimani, Kilimani",3.0,3.0,3.0,110000
Dagoretti North,"Hurlingham Kilimani, Kilimani",3.0,3.0,4.0,110000
Westlands,Brookside,4.0,4.0,3.0,110000
Westlands,Westlands Area,1.0,1.0,,110000
Westlands,Riverside,3.0,3.0,2.0,110000
Dagoretti North,Lavington,3.0,3.0,2.0,110000
Nyali,"Nyali, Links, Nyali Area",1842.0,3.0,2.0,110000
Dagoretti North,Kileleshwa,3.0,3.0,3.0,110000
Dagoretti North,Kilimani,2.0,2.0,2.0,110000
Dagoretti North,"Kirichwa road, Kilimani",3.0,3.0,5.0,110000
Westlands,"Parklands, Parklands",4.0,4.0,4.0,110000
Westlands,"Near Sarit Center, Brookside",3.0,3.0,2.0,110000
Dagoretti North,"N/a, Near Yaya Centre, Kilimani",1.0,1.0,1.0,110000
Westlands,Westlands Area,163.0,1.0,1.0,110000
Westlands,"Rhapta Road, Westlands Area",180.0,2.0,3.0,110000
Westlands,"Rhapta Road, Westlands Area",170.0,2.0,3.0,110000
Westlands,"School Lane, Westlands Area",1.0,1.0,1.0,110000
Dagoretti North,Kileleshwa,3.0,3.0,3.0,112000
Westlands,"2Nd Parklands, Parklands",210.0,3.0,3.0,112500
Westlands,"Sports Road, Palm Flats, Westlands Area",3.0,3.0,3.0,115000
Dagoretti North,"Riara Road, Riara Road",223.0,3.0,3.0,115000
Westlands,Parklands,3.0,3.0,2.0,115000
Westlands,"Westlands, Rhapta Road",3.0,3.0,3.0,115000
Westlands,Westlands Area,3.0,3.0,2.0,115000
Westlands,Waiyaki Way,2.0,2.0,,115000
Westlands,Parklands,4.0,4.0,,115000
Dagoretti North,Kilimani,3.0,3.0,4.0,115000
Westlands,Riverside,3.0,3.0,,115000
Dagoretti North,"Marcus, Kilimani, Kilimani",19.0,1.0,,115000
Westlands,Westlands Area,3.0,3.0,3.0,115000
Dagoretti North,"Elgoyo marakwet road, Kilimani",3.0,3.0,2.0,115000
Dagoretti North,Kilimani,2.0,2.0,2.0,115000
Westlands,"Rhapta Rd, Westlands Area",3.0,3.0,3.0,115000
Westlands,"Rhapta Rd , Westlands Area",3.0,3.0,3.0,115000
Dagoretti North,Kileleshwa,3.0,3.0,4.0,115000
Dagoretti North,Kilimani,220.0,3.0,3.0,115000
Dagoretti North,Kilimani,3.0,3.0,,115000
Dagoretti North,Lavington,4.0,4.0,5.0,115000
Westlands,"Rhapta Rd , Rhapta Road",3.0,3.0,3.0,115000
Westlands,"Sandalwood, Riverside",3.0,3.0,3.0,115000
Westlands,"Rhapta Rd, Rhapta Road",3.0,3.0,3.0,115000
Dagoretti North,"Laikipia Road, Kileleshwa",100.0,1.0,1.0,115000
Dagoretti North,"Muringa Rd, Kilimani",223.0,3.0,4.0,115000
Dagoretti North,Lavington,3.0,3.0,3.0,118000
Westlands,"Off Riverside Drive, Riverside",3.0,3.0,2.0,120000
Westlands,"East Church Road, Rhapta Road",3.0,3.0,2.0,120000
Dagoretti North,"Lavington, Lavington",2.0,2.0,2.0,120000
Westlands,"Rhapta Road, Rhapta Road",3.0,3.0,3.0,120000
Dagoretti North,Riara Road,3.0,3.0,3.0,120000
Dagoretti North,Lavington,3.0,3.0,,120000
Westlands,"East Church Road, Rhapta Road",279.0,4.0,4.0,120000
Dagoretti North,Hurlingham,1.0,1.0,1.0,120000
Dagoretti North,"Kilimani, Kilimani",3.0,3.0,2.0,120000
Dagoretti North,"Chania Avenue, Kilimani",4.0,4.0,3.0,120000
Westlands,General Mathenge,3.0,3.0,3.0,120000
Dagoretti North,"Suguta Road, Suguta Road - Kileleshwa, Kileleshwa",2.0,2.0,3.0,120000
Dagoretti North,Lavington,3.0,3.0,5.0,120000
Westlands,Riverside,3.0,3.0,3.0,120000
Westlands,"Riverside Drive, Nairobi , Riverside",223.0,3.0,,120000
Dagoretti North,"Riara Road, Riara Road",2.0,2.0,,120000
Mombasa CBD,"Nyali, Mombasa CBD",2430.0,3.0,3.0,120000
Westlands,General Mathenge,300.0,4.0,4.0,120000
Westlands,"Off Waiyaki Way, Waiyaki Way",4.0,4.0,,120000
Dagoretti North,Kilimani,2500.0,3.0,4.0,120000
Dagoretti North,Kileleshwa,196.0,3.0,4.0,120000
Westlands,Westlands Area,3.0,3.0,3.0,120000
Westlands,"Rhapta Road, Westlands Area",3.0,3.0,3.0,120000
Westlands,"Rhapta Road, Rhapta Road",200.0,3.0,3.0,120000
Westlands,Waiyaki Way,2000.0,3.0,4.0,120000
Westlands,"School Lane, Westlands Area",3.0,3.0,3.0,120000
Dagoretti North,"Dennis Pritt, Kilimani",3.0,3.0,4.0,120000
Dagoretti North,Kileleshwa,2.0,2.0,,120000
Westlands,Brookside,4.0,4.0,2.0,120000
Westlands,Westlands Area,1.0,1.0,2.0,120000
Dagoretti North,Lavington,3.0,3.0,3.0,120000
Westlands,"21 05 05, 25 RA, Westlands Area",204.0,3.0,3.0,120000
Westlands,"Swaminarayan Road, Parklands",2500.0,3.0,3.0,120000
Dagoretti North,Kilimani,186.0,3.0,3.0,120000
Dagoretti North,"Dennis Pritt, Kilimani",8.0,1.0,1.0,120000
Dagoretti North,"Othaya, Kileleshwa",1.0,1.0,1.0,120000
Dagoretti North,"Mbaazi, Masanduku, Lavington",3.0,3.0,3.0,120000
Dagoretti North,"Chania Avenue, Kilimani",4.0,4.0,2.0,120000
Dagoretti North,"Chania Avenue, Kilimani",3.0,3.0,2.0,120000
Dagoretti North,Kilimani,2.0,2.0,2.0,120000
Westlands,Westlands Area,3.0,3.0,2.0,120000
Westlands,Riverside,3.0,3.0,2.0,120000
Dagoretti North,"Menelik Rd, Kilimani, Nairobi, Nairobi County, KE, Kilimani",181.0,3.0,3.0,120000
Dagoretti North,Kileleshwa,3.0,3.0,,120000
Westlands,Parklands,4.0,4.0,4.0,120000
Dagoretti North,Kilimani,4.0,4.0,3.0,120000
Westlands,"westlands, Westlands Area",1.0,1.0,1.0,120000
Westlands,"Parklands Road, Westlands, Nairobi, Parklands",186.0,3.0,,120000
Westlands,Riverside,2.0,2.0,,120000
Roysambu,Thome,3.0,3.0,3.0,120000
Westlands,Rhapta Road,3.0,3.0,3.0,120000
Nyali,"Nyali, Nyali Area",2940.0,3.0,4.0,120000
Dagoretti North,Kileleshwa,3.0,3.0,2.0,120000
Westlands,"General Mathenge , Westlands Area",3.0,3.0,3.0,120000
Westlands,"Riverside Dr, Westlands Area",3.0,3.0,3.0,120000
Dagoretti North,State House,2.0,2.0,,120000
Dagoretti North,"King'ara Close, Off King'ara Road, Riara Road",3.0,3.0,,120000
Westlands,"Rhapta Road, Westlands Area",240.0,3.0,4.0,120000
Westlands,Rhapta Road,2500.0,3.0,4.0,120000
Dagoretti North,"vihiga Road, Vihiga Road, Kileleshwa",3.0,3.0,4.0,120000
Dagoretti North,Kilimani,1.0,1.0,,120000
Dagoretti North,Kilimani,3.0,3.0,,120000
Dagoretti North,"Menelik Rd, Kilimani",3.0,3.0,3.0,120000
Dagoretti North,Kileleshwa,3.0,3.0,3.0,120000
Dagoretti North,Lavington,3.0,3.0,4.0,120000
Westlands,"General Mathenge, General Mathenge",90.0,1.0,1.0,120000
Westlands,"Lantana, Westlands Area",200.0,4.0,5.0,120000
Westlands,General Mathenge,2.0,2.0,2.0,120000
Dagoretti North,"1 Kilimani, Kilimani",3.0,3.0,3.0,120000
Dagoretti North,"Kayawe, Kayawe, Kilimani",3.0,3.0,3.0,120000
Westlands,"Muthangari drive, Waiyaki Way",2.0,2.0,2.0,120000
Dagoretti North,"Laikipia Rd, Kileleshwa",12.0,2.0,2.0,120000
Dagoretti North,Kileleshwa,23.0,3.0,4.0,120000
Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa",4.0,4.0,4.0,120000
Dagoretti North,Kilimani,3.0,3.0,4.0,120000
Dagoretti North,"Gitanga, Gitanga Road, Lavington",3.0,3.0,3.0,120000
Westlands,"Westlands road, Westlands Area",1.0,1.0,1.0,120000
Dagoretti North,Lavington,2.0,2.0,3.0,120000
Westlands,"Brookside Drive, Parklands",150.0,4.0,3.0,120000
Nyali,"Nyali, Nyali Area",2860.0,3.0,4.0,120000
Dagoretti North,"Gitanga Road, Lavington",3.0,3.0,2.0,120000
Dagoretti North,"Riara Rd Maziwa,Lavington, Lavington",150.0,3.0,3.0,120000
Dagoretti North,"Mandera Road, Kileleshwa",138.0,3.0,4.0,120000
Dagoretti North,Kilimani,2.0,2.0,,120000
Dagoretti North,"Gitanga road, Lavington, Lavington",3.0,3.0,3.0,120000
Dagoretti North,"kolobot drive, Kilimani",3.0,3.0,2.0,120000
Dagoretti North,"Near Valley Arcade, Lavington",3.0,3.0,3.0,120000
Dagoretti North,"Yaya center, Kilimani",3.0,3.0,,120000
Dagoretti North,"Riara Rd, Lavington",2.0,2.0,2.0,120000
Westlands,Westlands Area,1500.0,2.0,2.0,120000
Westlands,Westlands Area,2.0,2.0,2.0,120000
Westlands,Westlands Area,20000.0,1.0,1.0,120000
Westlands,"Rhapta Road, Westlands Area",230.0,3.0,,120000
Nyali,"Likoni Road, Nyali Area",3.0,3.0,3.0,120000
Dagoretti North,Kilimani,4.0,4.0,,120000
Dagoretti North,Kilimani,1800.0,3.0,4.0,120000
Westlands,"Riverside Drive, Westlands, Nairobi , Riverside",186.0,3.0,,120000
Westlands,Riverside,3.0,3.0,4.0,120000
Westlands,Westlands Area,4.0,4.0,,120000
Westlands,Riverside,4.0,4.0,4.0,120000
Dagoretti North,"Rose Avenue, Kilimani",2.0,2.0,2.0,120000
Langata,Karen,2.0,2.0,2.0,120000
Westlands,General Mathenge,3.0,3.0,4.0,122000
Westlands,Rhapta Road,3.0,3.0,,123000
Westlands,General Mathenge,3.0,3.0,,125000
Westlands,"Riverside Place Apartment, Riverside",3.0,3.0,3.0,125000
Dagoretti North,"Chania Avenue, Kilimani",168.0,3.0,4.0,125000
Westlands,Parklands,3.0,3.0,4.0,125000
Dagoretti North,Kilimani,2.0,2.0,,125000
Dagoretti North,Kileleshwa,227.0,3.0,4.0,125000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,3.0,125000
Westlands,"riverside, Riverside, Riverside",3.0,3.0,3.0,125000
Dagoretti North,Kilimani,2.0,2.0,2.0,125000
Dagoretti North,"Chania Avenue, Kilimani",3.0,3.0,4.0,125000
Dagoretti North,"Tabere Cresent Road, Kileleshwa",2.0,2.0,3.0,125000
Westlands,Westlands Area,2.0,2.0,2.0,125000
Westlands,Rhapta Road,4.0,4.0,5.0,125000
Dagoretti North,Lavington,3.0,3.0,4.0,125000
Dagoretti North,"Lenana Road, Kilimani",220.0,3.0,4.0,125000
Westlands,Rhapta Road,3.0,3.0,4.0,125000
Dagoretti North,Kilimani,3.0,3.0,4.0,125000
Westlands,Westlands Area,3.0,3.0,2.0,125000
Westlands,Riverside,3.0,3.0,4.0,125000
Westlands,Westlands Area,3.0,3.0,3.0,128000
Westlands,"Off Riverside Drive, Riverside",4.0,4.0,4.0,130000
Dagoretti North,"Gatundu Close, Kileleshwa",22.0,3.0,3.0,130000
Dagoretti North,"Kikambala, Kileleshwa",23.0,3.0,2.0,130000
Westlands,Westlands Area,2137.0,3.0,3.0,130000
Westlands,Westlands Area,3.0,3.0,3.0,130000
Westlands,"School Lane, Lower Kabete",167.0,2.0,2.0,130000
Dagoretti North,"Oloitoktok Road, Kileleshwa",2.0,2.0,2.0,130000
Langata,"Near Banda School, Karen",2.0,2.0,2.0,130000
Westlands,"Rhapta Road, Westlands Area",232.0,3.0,2.0,130000
Dagoretti North,"kilimani, Kilimani",3.0,3.0,3.0,130000
Dagoretti North,"KILELESHWA, LAIKIPIA ROAD, Kileleshwa",3.0,3.0,4.0,130000
Westlands,"Riverside Place Apartment, Riverside",3.0,3.0,3.0,130000
Dagoretti North,Lavington,2.0,2.0,2.0,130000
Westlands,Brookside,300.0,3.0,3.0,130000
Westlands,General Mathenge,3.0,3.0,3.0,130000
Westlands,"Mwanzi Road, Westlands Area",2.0,2.0,2.0,130000
Dagoretti North,Kilimani,3.0,3.0,4.0,130000
Dagoretti North,"Denis Pritt, Kilimani",2.0,2.0,3.0,130000
Westlands,"Rhapta Road, Westlands Area",4.0,4.0,3.0,130000
Westlands,Westlands Area,218.0,3.0,4.0,130000
Ngong Road,Ngong Road,2.0,2.0,,130000
Dagoretti North,Kileleshwa,4.0,4.0,5.0,130000
Westlands,"Brookside Drive, Brookside Heights, Brookside",3.0,3.0,3.0,130000
Westlands,"mvuli road, Westlands Area",3.0,3.0,2.0,130000
Dagoretti North,"21 05 03, 05 RA, Kileleshwa",210.0,4.0,4.0,130000
Westlands,"Riverside Drive, Riverside",130.0,2.0,2.0,130000
Langata,Karen,2787.0,2.0,2.0,130000
Westlands,Riverside,230.0,3.0,3.0,130000
Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa",3.0,3.0,3.0,130000
Dagoretti North,"Rose avenue, Kilimani",2.0,2.0,2.0,130000
Dagoretti North,"Valley Arcade, Lavington",232.0,4.0,5.0,130000
Westlands,"School Lane, Brookside",2500.0,3.0,4.0,130000
Westlands,Parklands,1.0,1.0,1.0,130000
